#This is simulation for Evolutionary Game Theory (EGT)
Fri Apr 12 10:28:59 2013
#ResultsHistory
771 476 525
772 597 404
773 488 513
774 506 495
775 488 513
776 716 285
777 494 507
778 476 525
779 597 404
780 488 513
781 506 495
782 488 513
783 716 285
784 494 507
785 476 525
786 597 404
787 488 513
788 506 495
789 488 513
790 716 285
791 494 507
792 476 525
793 597 404
794 488 513
795 506 495
796 488 513
797 716 285
798 494 507
799 476 525
800 597 404
801 488 513
802 506 495
803 488 513
804 716 285
805 494 507
806 476 525
807 597 404
808 488 513
809 506 495
810 488 513
811 716 285
812 494 507
813 476 525
814 597 404
815 488 513
816 506 495
817 488 513
818 716 285
819 494 507
820 476 525
821 597 404
822 488 513
823 506 495
824 488 513
825 716 285
826 494 507
827 476 525
828 597 404
829 488 513
830 506 495
831 488 513
832 716 285
833 494 507
834 476 525
835 597 404
836 488 513
837 506 495
838 488 513
839 716 285
840 494 507
841 476 525
842 597 404
843 488 513
844 506 495
845 488 513
846 716 285
847 494 507
848 476 525
849 597 404
850 488 513
851 506 495
852 488 513
853 716 285
854 494 507
855 476 525
856 597 404
857 488 513
858 506 495
859 488 513
860 716 285
861 494 507
862 476 525
863 597 404
864 488 513
865 506 495
866 488 513
867 716 285
868 494 507
869 476 525
870 597 404
871 488 513
872 506 495
873 488 513
874 716 285
875 494 507
876 476 525
877 597 404
878 488 513
879 506 495
880 488 513
881 716 285
882 494 507
883 476 525
884 597 404
885 488 513
886 506 495
887 488 513
888 716 285
889 494 507
890 476 525
891 597 404
892 488 513
893 506 495
894 488 513
895 716 285
896 494 507
897 476 525
898 597 404
899 488 513
900 506 495
901 488 513
902 716 285
903 494 507
904 476 525
905 597 404
906 488 513
907 506 495
908 488 513
909 716 285
910 494 507
911 476 525
912 597 404
913 488 513
914 506 495
915 488 513
916 716 285
917 494 507
918 476 525
919 597 404
920 488 513
921 506 495
922 488 513
923 716 285
924 494 507
925 476 525
926 597 404
927 488 513
928 506 495
929 488 513
930 716 285
931 494 507
932 476 525
933 597 404
934 488 513
935 506 495
936 488 513
937 716 285
938 494 507
939 476 525
940 597 404
941 488 513
942 506 495
943 488 513
944 716 285
945 494 507
946 476 525
947 597 404
948 488 513
949 506 495
950 488 513
951 716 285
952 494 507
953 476 525
954 597 404
955 488 513
956 506 495
957 488 513
958 716 285
959 494 507
960 476 525
961 597 404
962 488 513
963 506 495
964 488 513
965 716 285
966 494 507
967 476 525
968 597 404
969 488 513
970 506 495
971 488 513
972 716 285
973 494 507
974 476 525
975 597 404
976 488 513
977 506 495
978 488 513
979 716 285
980 494 507
981 476 525
982 597 404
983 488 513
984 506 495
985 488 513
986 716 285
987 494 507
988 476 525
989 597 404
990 488 513
991 506 495
992 488 513
993 716 285
994 494 507
995 476 525
996 597 404
997 488 513
998 506 495
999 488 513
Fri Apr 12 10:28:59 2013
#EOF
