#This is simulation for Evolutionary Game Theory (EGT)
Fri Apr 12 10:28:59 2013
#ResultsHistory
0 488 513
1 481 520
2 509 492
3 496 505
4 510 491
5 489 512
6 718 283
7 492 509
8 476 525
9 597 404
10 488 513
11 506 495
12 488 513
13 716 285
14 494 507
15 476 525
16 597 404
17 488 513
18 506 495
19 488 513
20 716 285
21 494 507
22 476 525
23 597 404
24 488 513
25 506 495
26 488 513
27 716 285
28 494 507
29 476 525
30 597 404
31 488 513
32 506 495
33 488 513
34 716 285
35 494 507
36 476 525
37 597 404
38 488 513
39 506 495
40 488 513
41 716 285
42 494 507
43 476 525
44 597 404
45 488 513
46 506 495
47 488 513
48 716 285
49 494 507
50 476 525
51 597 404
52 488 513
53 506 495
54 488 513
55 716 285
56 494 507
57 476 525
58 597 404
59 488 513
60 506 495
61 488 513
62 716 285
63 494 507
64 476 525
65 597 404
66 488 513
67 506 495
68 488 513
69 716 285
70 494 507
71 476 525
72 597 404
73 488 513
74 506 495
75 488 513
76 716 285
77 494 507
78 476 525
79 597 404
80 488 513
81 506 495
82 488 513
83 716 285
84 494 507
85 476 525
86 597 404
87 488 513
88 506 495
89 488 513
90 716 285
91 494 507
92 476 525
93 597 404
94 488 513
95 506 495
96 488 513
97 716 285
98 494 507
99 476 525
100 597 404
101 488 513
102 506 495
103 488 513
104 716 285
105 494 507
106 476 525
107 597 404
108 488 513
109 506 495
110 488 513
111 716 285
112 494 507
113 476 525
114 597 404
115 488 513
116 506 495
117 488 513
118 716 285
119 494 507
120 476 525
121 597 404
122 488 513
123 506 495
124 488 513
125 716 285
126 494 507
127 476 525
128 597 404
129 488 513
130 506 495
131 488 513
132 716 285
133 494 507
134 476 525
135 597 404
136 488 513
137 506 495
138 488 513
139 716 285
140 494 507
141 476 525
142 597 404
143 488 513
144 506 495
145 488 513
146 716 285
147 494 507
148 476 525
149 597 404
150 488 513
151 506 495
152 488 513
153 716 285
154 494 507
155 476 525
156 597 404
157 488 513
158 506 495
159 488 513
160 716 285
161 494 507
162 476 525
163 597 404
164 488 513
165 506 495
166 488 513
167 716 285
168 494 507
169 476 525
170 597 404
171 488 513
172 506 495
173 488 513
174 716 285
175 494 507
176 476 525
177 597 404
178 488 513
179 506 495
180 488 513
181 716 285
182 494 507
183 476 525
184 597 404
185 488 513
186 506 495
187 488 513
188 716 285
189 494 507
190 476 525
191 597 404
192 488 513
193 506 495
194 488 513
195 716 285
196 494 507
197 476 525
198 597 404
199 488 513
200 506 495
201 488 513
202 716 285
203 494 507
204 476 525
205 597 404
206 488 513
207 506 495
208 488 513
209 716 285
210 494 507
211 476 525
212 597 404
213 488 513
214 506 495
215 488 513
216 716 285
217 494 507
218 476 525
219 597 404
220 488 513
221 506 495
222 488 513
223 716 285
224 494 507
225 476 525
226 597 404
227 488 513
228 506 495
229 488 513
230 716 285
231 494 507
232 476 525
233 597 404
234 488 513
235 506 495
236 488 513
237 716 285
238 494 507
239 476 525
240 597 404
241 488 513
242 506 495
243 488 513
244 716 285
245 494 507
246 476 525
247 597 404
248 488 513
249 506 495
250 488 513
251 716 285
252 494 507
253 476 525
254 597 404
255 488 513
256 506 495
257 488 513
258 716 285
259 494 507
260 476 525
261 597 404
262 488 513
263 506 495
264 488 513
265 716 285
266 494 507
267 476 525
268 597 404
269 488 513
270 506 495
271 488 513
272 716 285
273 494 507
274 476 525
275 597 404
276 488 513
277 506 495
278 488 513
279 716 285
280 494 507
281 476 525
282 597 404
283 488 513
284 506 495
285 488 513
286 716 285
287 494 507
288 476 525
289 597 404
290 488 513
291 506 495
292 488 513
293 716 285
294 494 507
295 476 525
296 597 404
297 488 513
298 506 495
299 488 513
300 716 285
301 494 507
302 476 525
303 597 404
304 488 513
305 506 495
306 488 513
307 716 285
308 494 507
309 476 525
310 597 404
311 488 513
312 506 495
313 488 513
314 716 285
315 494 507
316 476 525
317 597 404
318 488 513
319 506 495
320 488 513
321 716 285
322 494 507
323 476 525
324 597 404
325 488 513
326 506 495
327 488 513
328 716 285
329 494 507
330 476 525
331 597 404
332 488 513
333 506 495
334 488 513
335 716 285
336 494 507
337 476 525
338 597 404
339 488 513
340 506 495
341 488 513
342 716 285
343 494 507
344 476 525
345 597 404
346 488 513
347 506 495
348 488 513
349 716 285
350 494 507
351 476 525
352 597 404
353 488 513
354 506 495
355 488 513
356 716 285
357 494 507
358 476 525
359 597 404
360 488 513
361 506 495
362 488 513
363 716 285
364 494 507
365 476 525
366 597 404
367 488 513
368 506 495
369 488 513
370 716 285
371 494 507
372 476 525
373 597 404
374 488 513
375 506 495
376 488 513
377 716 285
378 494 507
379 476 525
380 597 404
381 488 513
382 506 495
383 488 513
384 716 285
385 494 507
386 476 525
387 597 404
388 488 513
389 506 495
390 488 513
391 716 285
392 494 507
393 476 525
394 597 404
395 488 513
396 506 495
397 488 513
398 716 285
399 494 507
400 476 525
401 597 404
402 488 513
403 506 495
404 488 513
405 716 285
406 494 507
407 476 525
408 597 404
409 488 513
410 506 495
411 488 513
412 716 285
413 494 507
414 476 525
415 597 404
416 488 513
417 506 495
418 488 513
419 716 285
420 494 507
421 476 525
422 597 404
423 488 513
424 506 495
425 488 513
426 716 285
427 494 507
428 476 525
429 597 404
430 488 513
431 506 495
432 488 513
433 716 285
434 494 507
435 476 525
436 597 404
437 488 513
438 506 495
439 488 513
440 716 285
441 494 507
442 476 525
443 597 404
444 488 513
445 506 495
446 488 513
447 716 285
448 494 507
449 476 525
450 597 404
451 488 513
452 506 495
453 488 513
454 716 285
455 494 507
456 476 525
457 597 404
458 488 513
459 506 495
460 488 513
461 716 285
462 494 507
463 476 525
464 597 404
465 488 513
466 506 495
467 488 513
468 716 285
469 494 507
470 476 525
471 597 404
472 488 513
473 506 495
474 488 513
475 716 285
476 494 507
477 476 525
478 597 404
479 488 513
480 506 495
481 488 513
482 716 285
483 494 507
484 476 525
485 597 404
486 488 513
487 506 495
488 488 513
489 716 285
490 494 507
491 476 525
492 597 404
493 488 513
494 506 495
495 488 513
496 716 285
497 494 507
498 476 525
499 597 404
500 488 513
501 506 495
502 488 513
503 716 285
504 494 507
505 476 525
506 597 404
507 488 513
508 506 495
509 488 513
510 716 285
511 494 507
512 476 525
513 597 404
514 488 513
515 506 495
516 488 513
517 716 285
518 494 507
519 476 525
520 597 404
521 488 513
522 506 495
523 488 513
524 716 285
525 494 507
526 476 525
527 597 404
528 488 513
529 506 495
530 488 513
531 716 285
532 494 507
533 476 525
534 597 404
535 488 513
536 506 495
537 488 513
538 716 285
539 494 507
540 476 525
541 597 404
542 488 513
543 506 495
544 488 513
545 716 285
546 494 507
547 476 525
548 597 404
549 488 513
550 506 495
551 488 513
552 716 285
553 494 507
554 476 525
555 597 404
556 488 513
557 506 495
558 488 513
559 716 285
560 494 507
561 476 525
562 597 404
563 488 513
564 506 495
565 488 513
566 716 285
567 494 507
568 476 525
569 597 404
570 488 513
571 506 495
572 488 513
573 716 285
574 494 507
575 476 525
576 597 404
577 488 513
578 506 495
579 488 513
580 716 285
581 494 507
582 476 525
583 597 404
584 488 513
585 506 495
586 488 513
587 716 285
588 494 507
589 476 525
590 597 404
591 488 513
592 506 495
593 488 513
594 716 285
595 494 507
596 476 525
597 597 404
598 488 513
599 506 495
600 488 513
601 716 285
602 494 507
603 476 525
604 597 404
605 488 513
606 506 495
607 488 513
608 716 285
609 494 507
610 476 525
611 597 404
612 488 513
613 506 495
614 488 513
615 716 285
616 494 507
617 476 525
618 597 404
619 488 513
620 506 495
621 488 513
622 716 285
623 494 507
624 476 525
625 597 404
626 488 513
627 506 495
628 488 513
629 716 285
630 494 507
631 476 525
632 597 404
633 488 513
634 506 495
635 488 513
636 716 285
637 494 507
638 476 525
639 597 404
640 488 513
641 506 495
642 488 513
643 716 285
644 494 507
645 476 525
646 597 404
647 488 513
648 506 495
649 488 513
650 716 285
651 494 507
652 476 525
653 597 404
654 488 513
655 506 495
656 488 513
657 716 285
658 494 507
659 476 525
660 597 404
661 488 513
662 506 495
663 488 513
664 716 285
665 494 507
666 476 525
667 597 404
668 488 513
669 506 495
670 488 513
671 716 285
672 494 507
673 476 525
674 597 404
675 488 513
676 506 495
677 488 513
678 716 285
679 494 507
680 476 525
681 597 404
682 488 513
683 506 495
684 488 513
685 716 285
686 494 507
687 476 525
688 597 404
689 488 513
690 506 495
691 488 513
692 716 285
693 494 507
694 476 525
695 597 404
696 488 513
697 506 495
698 488 513
699 716 285
700 494 507
701 476 525
702 597 404
703 488 513
704 506 495
705 488 513
706 716 285
707 494 507
708 476 525
709 597 404
710 488 513
711 506 495
712 488 513
713 716 285
714 494 507
715 476 525
716 597 404
717 488 513
718 506 495
719 488 513
720 716 285
721 494 507
722 476 525
723 597 404
724 488 513
725 506 495
726 488 513
727 716 285
728 494 507
729 476 525
730 597 404
731 488 513
732 506 495
733 488 513
734 716 285
735 494 507
736 476 525
737 597 404
738 488 513
739 506 495
740 488 513
741 716 285
742 494 507
743 476 525
744 597 404
745 488 513
746 506 495
747 488 513
748 716 285
749 494 507
750 476 525
751 597 404
752 488 513
753 506 495
754 488 513
755 716 285
756 494 507
757 476 525
758 597 404
759 488 513
760 506 495
761 488 513
762 716 285
763 494 507
764 476 525
765 597 404
766 488 513
767 506 495
768 488 513
769 716 285
770 494 507
